Time,UserID,LocationX,LocationY,RSRP1,RSRQ1,RSRP2,RSRQ2,RSRP3,RSRQ3,RSRP4,RSRQ4,Label
2.4,18,339.2832804677,109.4654365468,-67.7816735001,-7.6425723355,-68.8307432655,-8.6916421009,-72.5721837509,-12.4330825863,-75.1876074679,-15.0485063033,0
2.4,19,148.6736827612,317.9795905456,-67.0622232705,-7.074246709,-68.5168388934,-8.5288623318,-73.2274832216,-13.2395066601,-73.6925709139,-13.7045943523,0
2.4,20,820.368300095,126.981296477,-68.6789853314,-8.2698834722,-70.0793431946,-9.6702413354,-70.3194241434,-9.9103222843,-73.542942597,-13.1338407378,0
2.4,21,233.2537151838,-21.0316844682,-50.0932811454,-3.1569146116,-70.1069760155,-23.1706094817,-70.1088757219,-23.1725091881,-72.2318446118,-25.295478078,0
2.4,22,964.1789555791,798.1509134155,-65.6307965153,-5.1685578821,-70.6541464568,-10.1919078236,-74.9751556938,-14.5129170606,-76.8184222474,-16.3561836142,0
2.4,23,45.8216421323,431.034016595,-51.8468671483,-3.2312514847,-71.3654257193,-22.7498100558,-71.5044337227,-22.8888180592,-71.7903081869,-23.1746925234,0
2.4,24,1169.3354633853,154.0171872874,-71.6933388707,-7.1806523155,-76.2847568964,-11.7720703411,-76.6930252405,-12.1803386853,-77.3405088234,-12.8278222682,0
2.4,25,899.1523014102,-5.7690102827,-61.1432257884,-3.8760418129,-71.5670038941,-14.2998199186,-73.9386616925,-16.671477717,-78.8964473756,-21.6292634001,0
2.4,26,812.6099893499,1105.3823014985,-70.8691419444,-6.6039143524,-74.8337077658,-10.5684801738,-75.1570359006,-10.8918083086,-79.2944544579,-15.0292268659,0
2.4,27,899.4396520961,295.5067498639,-62.3341349645,-4.2970539506,-71.2050192743,-13.1679382605,-76.3367031237,-18.2996221099,-76.3648723991,-18.3277913852,0
2.4,28,52.7813241053,593.6400566337,-67.6611872568,-7.2829444582,-68.4940303334,-8.1157875348,-73.9915747996,-13.613332001,-75.4025060918,-15.0242632932,0
2.4,29,687.5801852149,532.3697310762,-66.4899452276,-6.7769897355,-69.261060923,-9.5481054308,-72.2631548983,-12.5501994061,-73.7640758263,-14.0511203341,0
2.4,30,497.9719274736,809.4238064236,-66.3056631247,-6.1237240335,-71.5944450683,-11.4125059772,-71.5967938476,-11.4148547564,-74.9643353981,-14.7823963069,0
2.4,31,519.5309201649,416.0837779958,-56.1682679578,-4.7977279627,-62.3567211858,-10.9861811907,-69.9112105392,-18.540670544,-71.2372708903,-19.8667308951,0
2.4,32,1118.2943233212,617.7514293243,-72.4396988972,-9.0227747031,-73.6725599919,-10.2556357977,-74.1778570755,-10.7609328813,-74.5528278381,-11.1359036439,0
2.4,33,-26.2622996572,-144.559952095,-70.2872704745,-6.2761985734,-74.755381822,-10.7443099208,-75.948354979,-11.9372830778,-78.6344764819,-14.6234045807,0
2.4,34,-23.1842795256,637.5015463594,-65.3657179412,-5.2756119672,-69.9256070523,-9.8355010782,-74.7077054067,-14.6175994326,-76.4980644832,-16.4079585091,0
2.4,35,1228.5437233152,165.785299772,-72.6595248736,-7.6793617596,-74.9177131398,-9.9375500258,-76.5923237184,-11.6121606044,-77.8849708062,-12.9048076922,0
2.4,36,267.78986396,287.4762118291,-68.6575909536,-8.4491659497,-69.3038823569,-9.095457353,-69.6507675721,-9.4423425682,-74.9065299746,-14.6981049707,0
2.4,37,183.8071609713,745.4686411658,-60.8393094984,-3.9238879299,-71.3925499359,-14.4771283673,-76.708781877,-19.7933603085,-77.3348894529,-20.4194678843,0
2.4,38,-137.2675371283,854.7921581472,-71.1108563876,-6.3770634051,-77.1820948228,-12.4483018403,-77.3098230049,-12.5760300225,-78.1060223931,-13.3722294106,0
2.4,39,446.9241190775,158.4499556478,-67.4679232378,-7.3172138579,-69.7957326855,-9.6450233057,-70.9049473595,-10.7542379797,-74.4962525752,-14.3455431954,0
2.4,40,360.4182718862,691.7082621911,-67.2875671761,-6.8311149185,-71.9546154345,-11.4981631769,-73.6030085735,-13.1465563159,-73.6284436905,-13.1719914328,0
2.4,41,983.0387632133,743.2909199906,-68.2914305439,-6.9169147357,-69.2278000374,-7.8532842291,-75.4111321389,-14.0366163306,-75.4444877284,-14.0699719202,0
2.4,42,1118.7994566587,656.3285092759,-72.3762321718,-8.5162331767,-74.3236933265,-10.4636943314,-75.1549218889,-11.2949228937,-75.4220477278,-11.5620487326,0
2.4,43,276.5149008391,98.2089278194,-62.5848737734,-4.7599270003,-69.9509985667,-12.1260517936,-73.0845969681,-15.259650195,-76.8031715417,-18.9782247686,0
2.4,44,-68.1578156645,167.9094989193,-66.9664792676,-5.5266488964,-71.3229140957,-9.8830837245,-75.4602692654,-14.0204388942,-76.7055028395,-15.2656724683,0
2.4,45,885.8591088604,431.4002125689,-67.8088062544,-8.0974203918,-68.8853810112,-9.1739951487,-69.3858351475,-9.6744492849,-76.22189195,-16.5105060874,0
2.4,46,69.5084968903,859.5082932307,-71.3964043395,-8.6066816692,-72.7498057234,-9.9600830531,-74.0405263838,-11.2508037135,-74.0975660853,-11.307843415,0
2.4,47,978.9808761491,916.6808917073,-65.3769519221,-4.53827301,-73.2004806976,-12.3618017855,-75.0018926027,-14.1632136907,-79.4054091857,-18.5667302736,0
2.4,48,713.215956557,415.8099013086,-64.5970245696,-5.4185918824,-71.8228664309,-12.6444337437,-72.4271883847,-13.2487556975,-74.8306941625,-15.6522614753,0
2.4,49,-128.3559495724,1066.0657805151,-73.0040183615,-7.461078141,-74.774089986,-9.2311497654,-77.3168905129,-11.7739502924,-79.081274699,-13.5383344784,0
2.4,50,539.5264712322,516.1924236597,-65.9235950173,-7.773613247,-66.7967158262,-8.646734056,-69.9648226784,-11.8148409081,-72.7355829145,-14.5856011442,0
2.4,51,382.2854319537,495.1434168069,-62.496116683,-4.853114371,-69.8447668557,-12.2017645437,-72.5498225844,-14.9068202724,-73.6307429277,-15.9877406157,0
2.4,52,491.7226181798,778.5970306355,-66.7555899085,-6.6116936358,-70.6047646529,-10.4608683801,-70.9334826535,-10.7895863807,-75.1910176717,-15.0471213989,0
2.4,53,706.4236990929,54.1705616269,-55.183471447,-3.3932417153,-71.0807905228,-19.2905607912,-71.5733844714,-19.7831547397,-74.8737949358,-23.0835652042,0
2.4,54,98.512138867,-114.3819141744,-64.4956510819,-4.2595953565,-74.4127212906,-14.1766655651,-76.6531759698,-16.4171202443,-78.7584560605,-18.522400335,0
2.4,55,216.0673882874,516.7682676122,-66.2156265085,-6.4271141375,-70.2803455126,-10.4918331416,-71.7760847463,-11.9875723753,-73.7380197731,-13.9495074021,0
2.4,56,349.3713414496,418.7309144591,-68.7039194333,-8.7952385495,-69.0926270474,-9.1839461635,-71.3551247387,-11.4464438549,-73.4617625307,-13.5530816468,0
2.4,57,807.9334916018,421.4138330296,-67.613381564,-7.0914605404,-71.6355774298,-11.1136564062,-72.9029650007,-12.3810439772,-73.9832624654,-13.4613414419,0
2.4,58,310.4404478067,250.9555705494,-66.8786144606,-6.7957536589,-70.5630899647,-10.4802291631,-71.317838159,-11.2349773573,-74.1251820046,-14.0423212029,0
2.4,59,996.2155439429,375.9169220708,-55.9443056439,-3.3765138074,-71.8300450997,-19.2622532632,-74.4323187752,-21.8645269387,-74.4746200205,-21.906828184,0
2.4,60,1174.7240805072,893.6252284348,-70.4702997614,-5.5977698884,-77.123486071,-12.250956198,-78.0994837708,-13.2269538978,-78.8918553334,-14.0193254604,0
2.4,61,527.2423325559,132.9804054738,-68.3849593161,-8.1791401834,-69.011799079,-8.8059799463,-70.2737204427,-10.06790131,-74.6727705812,-14.4669514485,0
2.4,62,423.5351097198,528.4706047515,-59.610192148,-4.0141337667,-70.9931442207,-15.3970858394,-71.5759685372,-15.979910156,-73.5814601276,-17.9854017464,0
2.4,63,113.0889778984,316.2624129402,-66.7981344212,-6.8834924378,-68.7423199731,-8.8276779897,-73.3582410302,-13.4435990468,-74.5908802432,-14.6762382598,0
2.4,64,713.7952698079,759.6415918492,-59.4533113544,-3.8866771388,-70.891028377,-15.3243941614,-71.6569160276,-16.090281812,-77.0730027582,-21.5063685426,0
2.4,65,742.2775917367,434.4013694935,-65.6478020772,-5.8558064717,-72.6294424092,-12.8374468037,-72.6576583929,-12.8656627874,-74.6435234878,-14.8515278824,0
2.4,66,-131.6783573696,-207.2220331855,-72.8103456887,-7.3078692097,-74.9071928684,-9.4047163894,-77.297014797,-11.7945383179,-79.1405197637,-13.6380432847,0
2.4,67,856.4183181178,775.0000250727,-64.9835196557,-5.6263201957,-69.287715101,-9.9305156409,-73.6136496155,-14.2564501555,-75.5843340371,-16.227134577,0
2.4,68,839.3059598162,904.9637155138,-59.4610131246,-3.6682507168,-72.0709931522,-16.2782307445,-73.193012942,-17.4002505342,-77.8266921483,-22.0339297405,0
2.4,69,-87.0918181575,123.3106029155,-68.3689096315,-5.8591459531,-72.5757111556,-10.0659474772,-76.0145607884,-13.50479711,-76.6654259513,-14.1556622729,0
2.4,70,218.9866091269,293.439879431,-68.6051523896,-8.3801474425,-68.749259074,-8.5242541269,-70.3378490469,-10.1128440999,-74.7129704738,-14.4879655267,0
2.4,71,340.4515433926,24.1468923152,-58.0803832569,-3.5673634686,-70.8635703417,-16.3505505534,-77.2397865556,-22.7267667673,-77.4384653495,-22.9254455612,0
2.4,72,332.4505237857,-49.6633452157,-60.2361529997,-3.7681066584,-72.2040896238,-15.7360432825,-77.0698331914,-20.6017868501,-77.4227129269,-20.9546665857,0
2.4,73,209.3643995991,654.811423956,-65.2903488503,-5.628734202,-70.4286302423,-10.767015594,-72.8596115991,-13.1979969508,-75.7480049476,-16.0863902993,0
2.4,74,594.8944785844,737.3616401482,-64.6909541061,-5.5475488086,-70.2243331134,-11.0809278159,-73.0517606151,-13.9083553176,-73.5498427708,-14.4064374733,0
2.4,75,985.7980879114,39.829361792,-65.6170149804,-4.9701154505,-71.4282726411,-10.7813731112,-75.1055634796,-14.4586639497,-77.2892186286,-16.6423190987,0
2.4,76,751.3863710786,340.0316814469,-67.1763354274,-7.1004592139,-70.3616463214,-10.2857701078,-70.5965841571,-10.5207079435,-74.2907411565,-14.214864943,0
2.4,77,373.3390307843,305.4929663306,-63.2086780406,-4.9891511316,-70.5588608388,-12.3393339298,-72.4670758638,-14.2475489548,-74.3110120799,-16.0914851709,0
2.4,78,314.3364360463,247.3780456097,-66.649205456,-6.605753602,-70.9556589343,-10.9122070803,-71.4478602266,-11.4044083726,-73.9591317612,-13.9156799072,0
2.4,79,-95.0832708845,407.6974477083,-63.7177275079,-4.9958821736,-70.9019957314,-12.1801503971,-72.6341556641,-13.9123103298,-73.0268607053,-14.305015371,0
2.4,80,546.5137948473,934.9269518143,-67.74975485,-6.974868286,-68.8806046756,-8.1057181116,-74.7675338477,-13.9926472836,-74.7769319997,-14.0020454357,0
2.4,81,410.8739986433,637.7679353845,-64.915941357,-5.5579580247,-71.7907128633,-12.432729531,-72.6581405786,-13.3001572463,-74.2505031114,-14.8925197791,0
2.4,82,1113.2704993864,525.2021827279,-64.5005150708,-4.4892247664,-73.7680504648,-13.7567601604,-76.4111656074,-16.399875303,-77.9239222927,-17.9126319883,0
2.4,83,92.9946299528,759.710360084,-64.7425474049,-4.791081203,-73.110773473,-13.1593072711,-73.7518240846,-13.8003578827,-76.3663198899,-16.414853688,0
2.4,84,680.1108420469,139.8005132976,-61.5210429668,-4.334412422,-71.2907675262,-14.1041369814,-71.5699740426,-14.3833434979,-76.5344265884,-19.3477960437,0
2.4,85,261.3245488546,168.040473943,-65.3662152153,-5.8543629309,-69.0921996404,-9.580347356,-74.304014074,-14.7921617896,-76.0857619175,-16.5739096331,0
2.4,86,967.6183659931,380.0133903029,-54.9297888038,-3.308411843,-71.3096585264,-19.6882815656,-75.0098811072,-23.3885041464,-75.0108570083,-23.3894800475,0
2.4,87,842.1411334776,1009.9700401851,-70.0747472552,-7.5010078544,-72.5252614995,-9.9515220987,-73.7516088521,-11.1778694513,-73.8936933854,-11.3199539846,0
2.4,88,424.8154754677,701.0324330655,-67.1059838504,-6.9265223139,-70.171743295,-9.9922817585,-71.8285750234,-11.6491134869,-74.2645950123,-14.0851334758,0
2.4,89,104.5266729516,206.8269864116,-65.9957477947,-5.578586581,-72.7760635052,-12.3589022914,-73.2828927522,-12.8657315385,-75.0899648348,-14.672803621,0
2.4,90,1102.0846087286,586.3962948236,-71.4432057062,-8.5968396534,-72.7058534733,-9.8594874205,-74.1110348731,-11.2646688203,-74.3271306803,-11.4807646276,0
2.4,91,-31.6520801048,393.701641449,-52.684767983,-3.2368811609,-71.5588225928,-22.1109357707,-72.478167695,-23.0302808729,-72.4891683374,-23.0412815153,0
2.4,92,381.0391986723,286.700935216,-63.3981351858,-5.0027562024,-71.1567815099,-12.7614025264,-72.2361746538,-13.8407956704,-74.4780412034,-16.08266222,0
2.4,93,710.0044033034,159.6958547838,-62.860493648,-4.7618162565,-70.5523264539,-12.4536490624,-72.3713797341,-14.2727023425,-75.2771106389,-17.1784332474,0
2.4,94,738.7804662638,991.9198937112,-61.0664033952,-3.8455380184,-72.2421602132,-15.0212948363,-73.5559499171,-16.3350845402,-79.6963158376,-22.4754504607,0
2.4,95,68.5840188775,305.1341746589,-68.7738379671,-8.4386061511,-68.9492668986,-8.6140350826,-71.1791080266,-10.8438762105,-73.5537734798,-13.2185416638,0
2.4,96,727.1490302977,81.9616965593,-57.0593519334,-3.5592111859,-70.8475845042,-17.3474437567,-71.7215644523,-18.2214237047,-76.4250452415,-22.924904494,0
2.4,97,298.1621417921,474.4729829108,-67.6415843038,-7.5392405791,-69.466889312,-9.3645455873,-73.1163290686,-13.0139853439,-74.0962015728,-13.9938578481,0
2.4,98,732.6669857142,-58.0258061244,-53.989776098,-3.2816827134,-71.5521688434,-20.8440754588,-72.6454896605,-21.937396276,-73.7719668449,-23.0638734603,0
2.4,99,847.3984199929,408.597610251,-67.8369790596,-7.6587332224,-68.7492837311,-8.5710378939,-73.0307418877,-12.8524960505,-75.0282063593,-14.8499605221,0
2.4,100,670.8209313415,889.4052801878,-61.9492366552,-4.907322455,-69.658615962,-12.6167017617,-70.2582314042,-13.2163172039,-72.7859361041,-15.7440219039,0
2.4,101,217.5122804287,523.285743751,-66.6834978705,-6.7704988598,-69.9895002394,-10.0765012288,-71.3588605214,-11.4458615107,-73.9632344402,-14.0502354295,0
2.4,102,639.4872547842,667.6219570306,-65.1005550746,-5.6358538961,-72.3194542813,-12.8547531027,-72.4127860328,-12.9480848542,-75.0535903267,-15.5888891482,0
2.4,103,445.5773886399,507.3075207393,-57.8875845647,-3.738497483,-70.9952996084,-16.8462125267,-71.5342686584,-17.3851815768,-73.2470816673,-19.0979945857,0
2.4,104,356.5755513174,187.1447930321,-66.9064879702,-6.5518615473,-72.9949159325,-12.6402895096,-73.4164369753,-13.0618105524,-73.5440881099,-13.189461687,0
2.4,105,672.1436640716,522.8792288487,-65.4812938557,-6.1415757612,-69.4997807409,-10.1600626465,-73.1695150635,-13.829796969,-73.371001703,-14.0312836086,0
2.6,1,1174.7689813959,118.3247683535,-71.2926201862,-6.7457979422,-76.6437726469,-12.0969504029,-77.272949848,-12.726127604,-77.3945355963,-12.8477133523,0
2.6,2,-18.8787374276,82.6365723657,-70.4954322533,-7.6830104631,-71.0283232609,-8.2159014707,-75.254774729,-12.4423529388,-76.3883958926,-13.5759741025,0
2.6,3,548.1881165266,112.2407196577,-67.4066608968,-7.3421168818,-68.993056343,-8.928512328,-71.4896933152,-11.4251493002,-74.1395814221,-14.0750374071,0
2.6,4,1027.5300805902,663.8575740726,-68.7181768074,-6.6281795453,-71.5280996396,-9.4381023775,-74.4203063581,-12.3303090959,-76.3605846473,-14.2705873851,0
2.6,5,554.873482939,484.9699724588,-59.9786304185,-4.4640336381,-69.8863674233,-14.3717706429,-70.4995607308,-14.9849639504,-72.2257187017,-16.7111219213,0
2.6,6,701.6549709859,463.2926738504,-63.9777382931,-5.2085458991,-71.2772435609,-12.5080511669,-72.4196747992,-13.6504824051,-74.6450103999,-15.8758180059,0
2.6,7,392.1747078987,62.4108842189,-63.4156650348,-4.8396970395,-69.8401655761,-11.2641975808,-74.9300506084,-16.3540826131,-76.6691336491,-18.0931656537,0
2.6,8,-32.7447788852,545.7356519248,-59.7685362542,-3.7639920441,-70.7898883933,-14.7853441832,-73.5598249566,-17.5552807465,-78.2487156713,-22.2441714612,0
2.6,9,33.8983942803,931.5518035769,-69.3406257952,-6.3021135248,-74.5894476426,-11.5509353722,-74.778970527,-11.7404582566,-78.0455666397,-15.0070543693,0
2.6,10,579.9829067197,129.6012147457,-65.8726488307,-6.2276314735,-69.8912062387,-10.2461888816,-72.3879387547,-12.7429213976,-73.5638443953,-13.9188270382,0
2.6,11,36.4038343701,503.5741649589,-64.63239295,-7.2538252748,-64.8935080903,-7.5149404151,-70.3175530062,-12.938985331,-72.547744304,-15.1691766288,0
2.6,12,335.0980569287,836.2663800386,-57.7307631745,-3.5419213123,-70.7875740675,-16.5987322053,-77.1098208636,-22.9209790013,-77.1311877283,-22.942345866,0
2.6,13,1103.4736315664,970.944800042,-69.6309355289,-5.3337922811,-76.5021741866,-12.2050309388,-76.5094748649,-12.2123316171,-80.1025476284,-15.8054043806,0
2.6,14,308.7741816656,253.7946602618,-67.0064723683,-6.9336728894,-70.4565970284,-10.3837975495,-70.9421230968,-10.8693236179,-74.2043538778,-14.1315543989,0
2.6,15,1054.8464850924,675.6033190065,-70.0721878178,-7.4024075935,-71.5600741008,-8.8902938765,-74.6805370828,-12.0107568584,-76.5653037088,-13.8955234844,0
2.6,16,744.8306770656,529.320555968,-67.2593604421,-7.1958366977,-70.2464686467,-10.1829449024,-70.4678687273,-10.4043449829,-74.3021573576,-14.2386336132,0
2.6,17,526.0451263163,430.0723796047,-50.2968903409,-3.2152150117,-70.2941783545,-23.2125030253,-70.3088766358,-23.2272013066,-71.4363134385,-24.3546381093,0
2.6,18,339.0153064733,106.142223352,-67.433764342,-7.379161229,-68.908643186,-8.854040073,-72.662143927,-12.607540814,-75.2715632879,-15.2169601749,0
2.6,19,146.2653990489,320.2851762761,-66.8956980407,-6.9516659977,-68.5757405114,-8.6317084685,-73.3571955523,-13.4131635094,-73.6363352984,-13.6923032555,0
2.6,20,817.1215025576,126.2237598434,-68.7348456717,-8.3720135732,-69.9115464958,-9.5487143973,-70.2311768391,-9.8683447406,-73.4935552727,-13.1307231742,0
2.6,21,232.0450916599,-17.9244694487,-49.931816588,-3.157207143,-69.8109947854,-23.0363853405,-69.8250850011,-23.0504755562,-72.1979675878,-25.4233581428,0
2.6,22,961.3919112682,796.3211757268,-65.6043491781,-5.183577134,-70.5614866015,-10.1407145574,-74.9480071366,-14.5272350925,-76.7750808197,-16.3543087756,0
2.6,23,48.8639564452,432.3977906311,-52.1886699546,-3.2405554261,-71.3720814762,-22.4239669476,-71.4647418925,-22.5166273639,-72.206736717,-23.2586221885,0
2.6,24,1168.1541486923,157.1348870157,-71.733618442,-7.2363234068,-76.2360651859,-11.7387701508,-76.5771892004,-12.0798941652,-77.286338791,-12.7890437558,0
2.6,25,902.0026283884,-4.0395039608,-61.2901702759,-3.9008279003,-71.5470901515,-14.1577477759,-73.976126141,-16.5867837654,-78.8308931856,-21.44155081,0
2.6,26,809.3129714902,1104.8870952457,-70.6661872454,-6.4911913408,-74.7969082747,-10.6219123701,-75.1423149293,-10.9673190247,-79.5054437608,-15.3304478562,0
2.6,27,896.2422247434,294.5622847643,-62.485295315,-4.3444485696,-71.173410467,-13.0325637216,-76.1890287421,-18.0481819966,-76.3011805765,-18.1603338311,0
2.6,28,56.075865382,594.1514799182,-67.972263515,-7.5297794213,-68.4214815538,-7.9789974601,-74.0003662619,-13.5578821682,-75.2662183653,-14.8237342716,0
2.6,29,684.9982393193,530.2604393959,-66.336532061,-6.6752121861,-69.290131192,-9.6288113171,-72.4120914211,-12.7507715463,-73.7003692524,-14.0390493775,0
2.6,30,496.0387158206,806.7075132317,-66.3025669618,-6.1379782859,-71.491877473,-11.3272887971,-71.5582936423,-11.3937049664,-74.9970245698,-14.8324358939,0
2.6,31,520.5921857519,419.2443588528,-54.5272214341,-4.1468234775,-64.4281696075,-14.0477716509,-69.6730304968,-19.2926325402,-71.2792475864,-20.8988496298,0
2.6,32,1119.408273137,620.8938283773,-72.624880524,-9.1551624439,-73.5858667018,-10.1161486218,-74.2426244677,-10.7729063877,-74.5985241545,-11.1288060745,0
2.6,33,-26.3991263747,-147.8911432407,-70.2459251533,-6.2377650032,-74.8058473396,-10.7976871894,-75.9670525233,-11.9588923731,-78.6644351599,-14.6562750097,0
2.6,34,-19.9207955838,636.8194697053,-65.4180341564,-5.3237907668,-69.8334523496,-9.73920896,-74.6909617458,-14.5967183562,-76.437069244,-16.3428258543,0
2.6,35,1228.6125088315,169.1185901213,-72.7117057502,-7.7485852756,-74.7696131283,-9.8064926537,-76.5568882779,-11.5937678033,-77.8990880392,-12.9359675646,0
2.6,36,270.7088289573,285.8652495873,-68.5217617847,-8.3208180319,-69.3997543188,-9.1988105661,-69.7035548306,-9.5026110778,-74.8537981152,-14.6528543625,0
2.6,37,187.1359253104,745.6554136869,-60.7309567088,-3.9097180167,-71.3247113142,-14.5034726221,-76.738207217,-19.9169685248,-77.3114575923,-20.4902189001,0
2.6,38,-135.0312440487,852.3193966822,-71.0658778633,-6.3730943392,-77.1505599258,-12.4577764017,-77.283537671,-12.5907541469,-77.9550459167,-13.2622623926,0
2.6,39,445.6215145308,155.3809529767,-67.5555751768,-7.3891789358,-69.6296603267,-9.4632640857,-70.9843266145,-10.8179303735,-74.5593482246,-14.3929519836,0
2.6,40,361.2731867066,688.4857357521,-67.1921706922,-6.7577956091,-72.1685024656,-11.7341273825,-73.5597768933,-13.1254018102,-73.6470616171,-13.212686534,0
2.6,41,983.5088229522,746.5916168627,-68.1591058622,-6.7967650332,-69.3355248075,-7.9731839785,-75.3977032994,-14.0353624704,-75.5177370154,-14.1553961864,0
2.6,42,1116.9080597143,653.5829358206,-72.4340096807,-8.607797559,-74.1890439542,-10.3628318325,-75.1028019717,-11.2765898501,-75.3369796296,-11.5107675079,0
2.6,43,279.8302028367,97.8563251186,-63.0160741594,-4.9627663508,-69.9090838939,-11.8557760852,-72.4118734927,-14.3585656841,-76.7733308164,-18.7200230078,0
2.6,44,-69.2459443679,164.7580656066,-67.0677713521,-5.5527920834,-71.3913543989,-9.8763751302,-75.4986128482,-13.9836335795,-76.6994371029,-15.1844578342,0
2.6,45,888.8512477224,432.8708114367,-67.7952460934,-8.1751847503,-68.4679066146,-8.8478452715,-69.4526242448,-9.8325629017,-76.3373167922,-16.7172554491,0
2.6,46,72.7863294495,860.1176943416,-71.2874595508,-8.5671237877,-72.5521818242,-9.8318460611,-73.9936502068,-11.2733144437,-74.1994374595,-11.4791016964,0
2.6,47,981.9672666979,918.1631290331,-65.508984179,-4.5618809902,-73.2726830396,-12.3255798509,-75.0405259377,-14.093422749,-79.425335897,-18.4782327083,0
2.6,48,710.4962061966,413.8815564283,-64.5064852608,-5.3860875287,-71.7390114907,-12.6186137585,-72.4269444565,-13.3065467243,-74.81539891,-15.6950011779,0
2.6,49,-125.0623529192,1065.5483086933,-72.9405189236,-7.4236623377,-74.7866816461,-9.2698250602,-77.2940133671,-11.7771567812,-79.0814214475,-13.5645648616,0
2.6,50,536.4829610513,517.5535268075,-65.3210311497,-7.2295039493,-67.4171591816,-9.3256319811,-69.9740689833,-11.8825417829,-72.6991640445,-14.6076368441,0
2.6,51,379.2933996782,493.6726010936,-62.7986818282,-4.97132657,-69.7675712189,-11.9402159607,-72.61107135,-14.7837160918,-73.6484002462,-15.821044988,0
2.6,52,493.4066211917,775.7195856132,-66.8876845056,-6.7230280927,-70.5690543489,-10.404397936,-70.7703034782,-10.6056470653,-75.1653670756,-15.0007106628,0
2.6,53,706.5535625055,57.5020314968,-55.3414046178,-3.4027080653,-71.1030039505,-19.1643073979,-71.5329842252,-19.5942876726,-75.1438518925,-23.2051553399,0
2.6,54,96.3149793377,-116.8895118301,-64.6201167971,-4.2832914608,-74.4561281124,-14.1193027761,-76.6317317084,-16.2949063721,-78.7722543901,-18.4354290538,0
2.6,55,213.2185174799,518.5001715133,-66.2052101104,-6.4249496273,-70.1846822844,-10.4044218014,-71.8342596263,-12.0539991432,-73.7302630968,-13.9500026138,0
2.6,56,347.639229243,415.8821702965,-68.6679992307,-8.7512688893,-68.9158437979,-8.9991134565,-71.7925508505,-11.875820509,-73.46953773,-13.5528073886,0
2.6,57,806.3509742497,418.4793492879,-67.5759991107,-7.065070206,-71.4686751645,-10.9577462597,-73.2433195486,-12.7323906439,-73.8912781343,-13.3803492296,0
2.6,58,310.5840025326,254.2864785399,-66.8378854681,-6.7757667498,-70.6417527864,-10.5796340681,-71.2095360383,-11.14741732,-74.1003427892,-14.0382240709,0
2.6,59,997.2708419603,379.0795004642,-55.6615899926,-3.3634867773,-71.8288045088,-19.5307012935,-74.0511566211,-21.7530534058,-74.0961604924,-21.7980572772,0
2.6,60,1171.391565332,893.5257366917,-70.4033443962,-5.582820594,-77.0923167657,-12.2717929635,-77.9874193899,-13.1668955877,-78.8830825595,-14.0625587573,0
2.6,61,530.397112595,134.0587926515,-68.2327084989,-8.0422410963,-69.0961520776,-8.9056846749,-70.3543858215,-10.1639184189,-74.6121633459,-14.4216959433,0
2.6,62,420.2026512746,528.3692306376,-59.7906944383,-4.0507359696,-70.9337194236,-15.1937609549,-71.6391374016,-15.8991789329,-73.6066338021,-17.8666753334,0
2.6,63,113.0856965415,312.928414555,-67.1089398993,-7.0986827028,-68.6589662697,-8.6487090732,-73.414441068,-13.4041838715,-74.5135747416,-14.5033175452,0
2.6,64,716.910575148,760.8292065332,-59.3598393772,-3.8710373277,-70.8440995906,-15.3552975411,-71.6929173728,-16.2041153233,-77.1080083368,-21.6192062873,0
2.6,65,738.9753230675,434.8602568835,-65.5325164146,-5.8025667223,-72.5576119145,-12.8276622223,-72.6045780088,-12.8746283166,-74.7250697955,-14.9951201033,0
2.6,66,-135.0103399947,-207.3379977742,-72.9006660816,-7.3592632507,-74.8913272967,-9.3499244657,-77.3308053163,-11.7894024853,-79.1416989575,-13.6002961266,0
2.6,67,859.7421142673,775.2606688072,-64.9177904456,-5.567064792,-69.2788832469,-9.9281575932,-73.6568224545,-14.3060968008,-76.1081931106,-16.757467457,0
2.6,68,838.8006241399,901.6682349943,-59.2539207632,-3.6429622041,-72.0272426128,-16.4162840537,-73.1971961284,-17.5862375693,-77.8186277015,-22.2076691423,0
2.6,69,-89.9873203881,121.6578407329,-68.4019278037,-5.8414367146,-72.7070843746,-10.1465932855,-76.0394689772,-13.4789778881,-76.7076441049,-14.1471530158,0
2.6,70,216.0517004701,291.8581502581,-68.6399252169,-8.4120816969,-68.6502189754,-8.4223754554,-70.4269158518,-10.1990723318,-74.7009333177,-14.4730897977,0
2.6,71,338.4194711954,26.7900416839,-58.0848727722,-3.5727266942,-70.8129265879,-16.3007805099,-77.2221409459,-22.7099948679,-77.4756529192,-22.9635068412,0
2.6,72,329.1232030168,-49.8742776714,-60.1710592026,-3.7666225159,-72.2066365247,-15.8021998381,-77.1453912874,-20.7409546007,-77.4585207821,-21.0540840954,0
2.6,73,212.6947740258,654.9668658346,-65.3345334675,-5.6683240953,-70.3310309887,-10.6648216166,-72.8249534342,-13.1587440621,-75.7844491486,-16.1182397764,0
2.6,74,591.762968597,738.5058434513,-64.8404904104,-5.6279633442,-70.1471151618,-10.9345880956,-73.1191041715,-13.9065771053,-73.4122272549,-14.1997001887,0
2.6,75,987.0247085983,36.7292073297,-65.6001197687,-4.9421442943,-71.5227438502,-10.8647683758,-75.1138165897,-14.4558411153,-77.3584874662,-16.7005119918,0
